date,open,high,low,close,volume,oi
2025-06-02T00:00:00+05:30,24799,24869,24610,24826.3,6981225,0
2025-06-03T00:00:00+05:30,24835,24929,24631,24675.3,7913250,0
2025-06-04T00:00:00+05:30,24710,24761,24637.6,24729.4,3822000,0
2025-06-05T00:00:00+05:30,24752.3,25008.8,24716.1,24861.4,7983825,0
2025-06-06T00:00:00+05:30,24854.9,25139,24750,25096.3,8241675,0
2025-06-09T00:00:00+05:30,25205,25234,25147.4,25181.8,3438975,0
2025-06-10T00:00:00+05:30,25222,25249.2,25130,25160.6,3535200,0
2025-06-11T00:00:00+05:30,25179.9,25307,25140,25211.7,4675500,0
2025-06-12T00:00:00+05:30,25210.5,25260,24901.3,24937.4,8957025,0
2025-06-13T00:00:00+05:30,24588,24790,24575.3,24727.4,6749850,0
2025-06-16T00:00:00+05:30,24755.5,25024.8,24735,24996.2,6673500,0
2025-06-17T00:00:00+05:30,24996.1,25003.5,24839.1,24868.8,4572975,0
2025-06-18T00:00:00+05:30,24840.1,24978.8,24786,24826.9,5511675,0
2025-06-19T00:00:00+05:30,24813,24891.4,24751,24803.1,4175250,0
2025-06-20T00:00:00+05:30,24825,25137,24806.5,25111.7,7878450,0
2025-06-23T00:00:00+05:30,24975,25090,24825,24993.3,8312700,0
2025-06-24T00:00:00+05:30,25180.2,25349,25036.2,25071.7,10625700,0
2025-06-25T00:00:00+05:30,25152.1,25290,25130.2,25252.2,5421525,0
2025-06-26T00:00:00+05:30,25302,25564,25272.3,25551,5695875,0
2025-06-27T00:00:00+05:30,25695,25772.3,25635,25750.2,4575900,0
2025-06-30T00:00:00+05:30,25765,25792.4,25575,25614.2,7132650,0
2025-07-01T00:00:00+05:30,25636,25691.4,25596.1,25643.3,3400050,0
2025-07-02T00:00:00+05:30,25659,25695.1,25480,25546.1,5718150,0
2025-07-03T00:00:00+05:30,25551.1,25670,25485.1,25508.6,6714000,0
2025-07-04T00:00:00+05:30,25500.1,25558.6,25410,25540.1,4448175,0
2025-07-07T00:00:00+05:30,25528.9,25574.8,25475.7,25538.9,3127725,0
2025-07-08T00:00:00+05:30,25530,25635,25499.4,25611.9,3018525,0
2025-07-09T00:00:00+05:30,25592.9,25646,25522.8,25558.8,3483525,0
2025-07-10T00:00:00+05:30,25590.8,25595.2,25411.2,25421.9,4966725,0
2025-07-11T00:00:00+05:30,25335,25384,25205,25223.4,5545875,0
2025-07-14T00:00:00+05:30,25234.8,25234.8,25076.3,25167.5,4978425,0
2025-07-15T00:00:00+05:30,25180,25306,25152.1,25265.6,4083675,0
2025-07-16T00:00:00+05:30,25230,25289.9,25162.1,25245.8,3436275,0
2025-07-17T00:00:00+05:30,25260,25275,25165,25174.6,3977025,0
2025-07-18T00:00:00+05:30,25167.9,25170,24981,25032.3,5240100,0
2025-07-21T00:00:00+05:30,24969.2,25139.7,24920.6,25127.6,4273200,0
2025-07-22T00:00:00+05:30,25149.9,25200,25070,25093.9,3099225,0
2025-07-23T00:00:00+05:30,25170.2,25260,25112.3,25252.8,3861300,0
2025-07-24T00:00:00+05:30,25290.1,25290.1,25049,25095.4,4741725,0
2025-07-25T00:00:00+05:30,25011,25024,24831,24850.4,5229675,0
2025-07-28T00:00:00+05:30,24799.9,24925,24667.6,24710.2,5344500,0
2025-07-29T00:00:00+05:30,24636,24859,24630,24838.8,6337950,0
2025-07-30T00:00:00+05:30,24845,24910.6,24786,24869.3,5201475,0
2025-07-31T00:00:00+05:30,24693,24970,24625.1,24771.9,6090375,0
2025-08-01T00:00:00+05:30,24800,24854.9,24601.4,24627.2,6256425,0
2025-08-04T00:00:00+05:30,24630,24812.9,24630,24793.1,4336500,0
2025-08-05T00:00:00+05:30,24774.9,24783.7,24650,24707.8,4060350,0
2025-08-06T00:00:00+05:30,24707.8,24738.9,24616.6,24634.9,3960000,0
2025-08-07T00:00:00+05:30,24539.9,24721,24409,24673.4,7343700,0
2025-08-08T00:00:00+05:30,24669,24694,24413.1,24441.1,5974125,0
2025-08-11T00:00:00+05:30,24455,24646.2,24409.2,24627.9,4765800,0
2025-08-12T00:00:00+05:30,24605.1,24764,24541.6,24554.9,6254175,0
2025-08-13T00:00:00+05:30,24625,24748,24610,24712.2,4373550,0
2025-08-14T00:00:00+05:30,24708.9,24750.9,24657.4,24684.7,3802425,0
2025-08-18T00:00:00+05:30,24906.3,25079,24906.3,24966.8,6684450,0
2025-08-19T00:00:00+05:30,24958,25060.9,24922.3,25033.5,3552900,0
2025-08-20T00:00:00+05:30,24974.9,25108.1,24960,25083.3,4084125,0
2025-08-21T00:00:00+05:30,25111.1,25179,25086,25122.5,4135200,0
2025-08-22T00:00:00+05:30,25094,25099,24887.4,24898.2,5388675,0
2025-08-25T00:00:00+05:30,24950.1,25030,24914.1,24989.7,7277175,0
2025-08-26T00:00:00+05:30,24903,24940,24710,24731.5,8239800,0
2025-08-28T00:00:00+05:30,24689.8,24709.6,24478,24496.3,7030050,0
2025-08-29T00:00:00+05:30,24650,24710,24546,24568.5,5154825,0
2025-09-01T00:00:00+05:30,24581.1,24760,24581,24748,3910500,0
2025-09-02T00:00:00+05:30,24750,24874.7,24651.9,24691.8,5618325,0
2025-09-03T00:00:00+05:30,24680,24837,24638.5,24813.1,4235175,0
2025-09-04T00:00:00+05:30,24926.3,25048.5,24809.7,24827.5,6221325,0
2025-09-05T00:00:00+05:30,24855.3,24927,24720.4,24847.7,5535150,0
2025-09-08T00:00:00+05:30,24888.5,24979,24862.2,24892.7,4474800,0
2025-09-09T00:00:00+05:30,24931.2,24969,24910,24950.3,2780175,0
2025-09-10T00:00:00+05:30,25021.6,25125,25001.1,25072.3,4959600,0
2025-09-11T00:00:00+05:30,25049,25119.5,25048.1,25104.5,2142075,0
2025-09-12T00:00:00+05:30,25126.3,25222.8,25126.3,25205,3118725,0
2025-09-15T00:00:00+05:30,25200.6,25204,25147.3,25164.7,2572575,0
2025-09-16T00:00:00+05:30,25178.7,25354,25152,25331.4,4508175,0
2025-09-17T00:00:00+05:30,25365,25446.7,25362.8,25423.4,3344850,0
2025-09-18T00:00:00+05:30,25480.2,25525,25435.1,25510.9,4050300,0
2025-09-19T00:00:00+05:30,25474,25489.8,25352,25411.2,4724025,0
2025-09-22T00:00:00+05:30,25350,25394.5,25248.6,25277.7,3843900,0
2025-09-23T00:00:00+05:30,25277.7,25333.2,25158,25255.8,4723725,0
2025-09-24T00:00:00+05:30,25206.5,25206.5,25078,25111.9,4835325,0
2025-09-25T00:00:00+05:30,25100,25133,24954.1,24967.7,5792775,0
2025-09-26T00:00:00+05:30,24929.9,24929.9,24663.1,24689.9,7268550,0
2025-09-29T00:00:00+05:30,24755,24844.2,24646.2,24685,7128900,0
2025-09-30T00:00:00+05:30,24714.9,24749,24580,24612,4837200,0
2025-10-01T00:00:00+05:30,24751.8,24986.5,24725,24967.2,5739675,0
2025-10-03T00:00:00+05:30,24950.4,25020,24878.6,25006.6,4568925,0
2025-10-06T00:00:00+05:30,24990,25199.1,24973.2,25185.4,5519850,0
2025-10-07T00:00:00+05:30,25198,25318,25180,25225.3,4835025,0
2025-10-08T00:00:00+05:30,25206.9,25289.8,25085,25120.4,5525850,0
2025-10-09T00:00:00+05:30,25150,25291,25124,25273.8,5046225,0
