date,open,high,low,close
2024-04-10,22720.25,22775.7,22673.7,22753.8
2024-04-12,22677.4,22726.45,22503.75,22519.4
2024-04-15,22339.05,22427.45,22259.55,22272.5
2024-04-16,22125.3,22213.75,22079.45,22147.9
2024-04-18,22212.35,22326.5,21961.7,21995.85
2024-04-19,21861.5,22179.55,21777.65,22147.0
2024-04-22,22336.9,22375.65,22198.15,22336.4
2024-04-23,22447.05,22447.55,22349.45,22368.0
2024-04-24,22421.55,22476.45,22384.0,22402.4
2024-04-25,22316.9,22625.95,22305.25,22570.35
2024-04-26,22620.4,22620.4,22385.55,22419.95
2024-04-29,22475.55,22655.8,22441.9,22643.4
2024-04-30,22679.65,22783.35,22568.4,22604.85
2024-05-02,22567.85,22710.5,22567.85,22648.2
2024-05-03,22766.35,22794.7,22348.05,22475.85
2024-05-06,22561.6,22588.8,22409.45,22442.7
2024-05-07,22489.75,22499.05,22232.05,22302.5
2024-05-08,22231.2,22368.65,22185.2,22302.5
2024-05-09,22224.8,22307.75,21932.4,21957.5
2024-05-10,21990.95,22131.3,21950.3,22055.2
2024-05-13,22027.95,22131.65,21821.05,22104.05
2024-05-14,22112.9,22270.05,22081.25,22217.85
2024-05-15,22255.6,22297.55,22151.75,22200.55
2024-05-16,22319.2,22432.25,22054.55,22403.85
2024-05-17,22415.25,22502.15,22345.65,22466.1
2024-05-18,22512.85,22520.25,22342.75,22502.0
2024-05-21,22404.55,22591.1,22404.55,22529.05
2024-05-22,22576.6,22629.5,22483.15,22597.8
2024-05-23,22614.1,22993.6,22577.45,22967.65
2024-05-24,22930.75,23026.4,22908.0,22957.1
2024-05-27,23038.95,23110.8,22871.2,22932.45
2024-05-28,22977.15,22998.55,22858.5,22888.15
2024-05-29,22762.75,22825.5,22685.45,22704.7
2024-05-30,22617.45,22705.75,22417.0,22488.65
2024-05-31,22568.1,22653.75,22465.1,22530.7
2024-06-03,23337.9,23338.7,23062.3,23263.9
2024-06-04,23179.5,23179.5,21281.45,21884.5
2024-06-05,22128.35,22670.4,21791.95,22620.35
2024-06-06,22798.6,22910.15,22642.6,22821.4
2024-06-07,22821.85,23320.2,22789.05,23290.15
2024-06-10,23319.15,23411.9,23227.15,23259.2
2024-06-11,23283.75,23389.45,23206.65,23264.85
2024-06-12,23344.45,23441.95,23295.95,23322.95
2024-06-13,23480.95,23481.05,23353.9,23398.9
2024-06-14,23464.95,23490.4,23334.25,23465.6
2024-06-18,23570.8,23579.05,23499.7,23557.9
2024-06-19,23629.85,23664.0,23412.9,23516.0
2024-06-20,23586.15,23624.0,23442.6,23567.0
2024-06-21,23661.15,23667.1,23398.2,23501.1
2024-06-24,23382.3,23558.1,23350.0,23537.85
2024-06-25,23577.1,23754.15,23562.05,23721.3
2024-06-26,23723.1,23889.9,23670.45,23868.8
2024-06-27,23881.55,24087.45,23805.4,24044.5
2024-06-28,24085.9,24174.0,23985.8,24010.6
2024-07-01,23992.95,24164.0,23992.7,24141.95
2024-07-02,24228.75,24236.35,24056.4,24123.85
2024-07-03,24291.75,24309.15,24207.1,24286.5
2024-07-04,24369.95,24401.0,24281.0,24302.15
2024-07-05,24213.35,24363.0,24168.85,24323.85
2024-07-08,24329.45,24344.6,24240.55,24320.55
2024-07-09,24351.0,24443.6,24331.9,24433.2
2024-07-10,24459.85,24461.05,24141.8,24324.45
2024-07-11,24396.55,24402.65,24193.75,24315.95
2024-07-12,24387.95,24592.2,24331.15,24502.15
2024-07-15,24587.6,24635.05,24522.75,24586.7
2024-07-16,24615.9,24661.25,24587.65,24613.0
2024-07-18,24543.8,24837.75,24504.45,24800.85
2024-07-19,24853.8,24854.8,24508.15,24530.9
2024-07-22,24445.75,24595.2,24362.3,24509.25
2024-07-23,24568.9,24582.55,24074.2,24479.05
2024-07-24,24444.95,24504.25,24307.25,24413.5
2024-07-25,24230.95,24426.15,24210.8,24406.1
2024-07-26,24423.35,24861.15,24410.9,24834.85
2024-07-29,24943.3,24999.75,24774.6,24836.1
2024-07-30,24839.4,24971.75,24798.65,24857.3
2024-07-31,24886.7,24984.6,24856.5,24951.15
2024-08-01,25030.95,25078.3,24956.4,25010.9
2024-08-02,24789.0,24851.9,24686.85,24717.7
2024-08-05,24302.85,24350.05,23893.7,24055.6
2024-08-06,24189.85,24382.6,23960.4,23992.55
2024-08-07,24289.4,24337.7,24184.9,24297.5
2024-08-08,24248.55,24340.5,24079.7,24117.0
2024-08-09,24386.85,24419.75,24311.2,24367.5
2024-08-12,24320.05,24472.8,24212.1,24347.0
2024-08-13,24342.35,24359.95,24116.5,24139.0
2024-08-14,24184.4,24196.5,24099.7,24143.75
2024-08-16,24334.85,24563.9,24204.5,24541.15
2024-08-19,24636.35,24638.8,24522.95,24572.65
2024-08-20,24648.9,24734.3,24607.2,24698.85
2024-08-21,24680.55,24787.95,24654.5,24770.2
2024-08-22,24863.4,24867.35,24784.45,24811.5
2024-08-23,24845.4,24858.4,24771.65,24823.15
2024-08-26,24906.1,25043.8,24874.7,25010.6
2024-08-27,25024.8,25073.1,24973.65,25017.75
2024-08-28,25030.8,25129.6,24964.65,25052.35
2024-08-29,25035.3,25192.9,24998.5,25151.95
2024-08-30,25249.7,25268.35,25199.4,25235.9
2024-09-02,25333.6,25333.65,25235.5,25278.7
2024-09-03,25313.4,25321.7,25235.8,25279.85
2024-09-04,25089.95,25216.0,25083.8,25198.7
2024-09-05,25250.5,25275.45,25127.75,25145.1
2024-09-06,25093.7,25168.75,24801.3,24852.15
2024-09-09,24823.4,24957.5,24753.15,24936.4
2024-09-10,24999.4,25130.5,24896.8,25041.1
2024-09-11,25034.0,25113.7,24885.15,24918.45
2024-09-12,25059.65,25433.35,24941.45,25388.9
2024-09-13,25430.45,25430.5,25292.45,25356.5
2024-09-16,25406.65,25445.7,25336.2,25383.75
2024-09-17,25416.9,25441.65,25352.25,25418.55
2024-09-18,25402.4,25482.2,25285.55,25377.55
2024-09-19,25487.05,25611.95,25376.05,25415.8
2024-09-20,25525.95,25849.25,25426.6,25790.95
2024-09-23,25872.55,25956.0,25847.35,25939.05
2024-09-24,25921.45,26011.55,25886.85,25940.4
2024-09-25,25899.45,26032.8,25871.35,26004.15
2024-09-26,26005.4,26250.9,25998.4,26216.05
2024-09-27,26248.25,26277.35,26151.4,26178.95
2024-09-30,26061.3,26134.7,25794.1,25810.85
2024-10-01,25788.45,25907.6,25739.2,25796.9
2024-10-03,25452.85,25639.45,25230.3,25250.1
2024-10-04,25181.9,25485.05,24966.8,25014.6
2024-10-07,25084.1,25143.0,24694.35,24795.75
2024-10-08,24832.2,25044.0,24756.8,25013.15
2024-10-09,25065.8,25234.05,24947.7,24981.95
2024-10-10,25067.05,25134.05,24979.4,24998.45
2024-10-11,24985.3,25028.65,24920.05,24964.25
2024-10-14,25023.45,25159.75,25017.5,25127.95
2024-10-15,25186.3,25212.05,25008.15,25057.35
2024-10-16,25008.55,25093.4,24908.45,24971.3
2024-10-17,25027.4,25029.5,24728.9,24749.85
2024-10-18,24664.95,24886.2,24567.65,24854.05
2024-10-21,24956.15,24978.3,24679.6,24781.1
2024-10-22,24798.65,24882.0,24445.8,24472.1
2024-10-23,24378.15,24604.25,24378.1,24435.5
2024-10-24,24412.7,24480.65,24341.2,24399.4
2024-10-25,24418.05,24440.25,24073.9,24180.8
2024-10-28,24251.1,24492.6,24134.9,24339.15
2024-10-29,24328.85,24484.5,24140.85,24466.85
2024-10-30,24371.45,24498.2,24307.3,24340.85
2024-10-31,24349.85,24372.45,24172.6,24205.35
2024-11-01,24302.75,24368.25,24280.2,24304.35
2024-11-04,24315.75,24316.75,23816.15,23995.35
2024-11-05,23916.5,24229.05,23842.75,24213.3
2024-11-06,24308.75,24537.6,24204.05,24484.05
2024-11-07,24489.6,24503.35,24179.05,24199.35
2024-11-08,24207.7,24276.15,24066.65,24148.2
2024-11-11,24087.25,24336.8,24004.6,24141.3
2024-11-12,24225.8,24242.0,23839.15,23883.45
2024-11-13,23822.45,23873.6,23509.6,23559.05
2024-11-14,23542.15,23675.9,23484.15,23532.7
2024-11-18,23605.3,23606.8,23350.4,23453.8
2024-11-19,23529.55,23780.65,23464.8,23518.5
2024-11-21,23488.45,23507.3,23263.15,23349.9
2024-11-22,23411.8,23956.1,23359.0,23907.25
2024-11-25,24253.55,24351.55,24135.45,24221.9
2024-11-26,24343.3,24343.3,24125.4,24194.5
2024-11-27,24204.8,24354.55,24145.65,24274.9
2024-11-28,24274.15,24345.75,23873.35,23914.15
2024-11-29,23927.15,24188.45,23927.15,24131.1
2024-12-02,24140.85,24301.7,24008.65,24276.05
2024-12-03,24367.5,24481.35,24280.0,24457.15
2024-12-04,24488.75,24573.2,24366.3,24467.45
2024-12-05,24539.15,24857.75,24295.55,24708.4
2024-12-06,24729.45,24751.05,24620.5,24677.8
2024-12-09,24633.9,24705.0,24580.05,24619.0
2024-12-10,24652.65,24677.8,24510.65,24610.05
2024-12-11,24620.5,24691.75,24583.85,24641.8
2024-12-12,24604.45,24675.25,24527.95,24548.7
2024-12-13,24498.35,24792.3,24180.8,24768.3
2024-12-16,24753.4,24781.25,24601.75,24668.25
2024-12-17,24584.8,24624.1,24303.45,24336.0
2024-12-18,24297.95,24394.45,24149.85,24198.85
2024-12-19,23877.15,24004.9,23870.3,23951.7
2024-12-20,23960.7,24065.8,23537.35,23587.5
2024-12-23,23738.2,23869.55,23647.2,23753.45
2024-12-24,23769.1,23867.65,23685.15,23727.65
2024-12-26,23775.8,23854.5,23653.6,23750.2
2024-12-27,23801.4,23938.85,23800.6,23813.4
2024-12-30,23796.9,23915.35,23599.3,23644.9
2024-12-31,23560.6,23689.85,23460.45,23644.8
2025-01-01,23637.65,23822.8,23562.8,23742.9
2025-01-02,23783.0,24226.7,23751.55,24188.65
2025-01-03,24196.4,24196.45,23976.0,24004.75
2025-01-06,24045.8,24089.95,23551.9,23616.05
2025-01-07,23679.9,23795.2,23637.8,23707.9
2025-01-08,23746.65,23751.85,23496.15,23688.95
2025-01-09,23674.75,23689.5,23503.05,23526.5
2025-01-10,23551.9,23596.6,23344.35,23431.5
2025-01-13,23195.4,23340.95,23047.25,23085.95
2025-01-14,23165.9,23264.95,23134.15,23176.05
2025-01-15,23250.45,23293.65,23146.45,23213.2
2025-01-16,23377.25,23391.65,23272.05,23311.8
2025-01-17,23277.1,23292.1,23100.35,23203.2
2025-01-20,23290.4,23391.1,23170.65,23344.75
2025-01-21,23421.65,23426.3,22976.85,23024.65
2025-01-22,23099.15,23169.55,22981.3,23155.35
2025-01-23,23128.3,23270.8,23090.65,23205.35
2025-01-24,23183.9,23347.3,23050.0,23092.2
2025-01-27,22940.15,23007.45,22786.9,22829.15
2025-01-28,22960.45,23137.95,22857.65,22957.25
2025-01-29,23026.75,23183.35,22976.5,23163.1
2025-01-30,23169.5,23322.05,23139.2,23249.5
2025-01-31,23296.75,23546.8,23277.4,23508.4
2025-02-01,23528.6,23632.45,23318.3,23482.15
2025-02-03,23319.35,23381.6,23222.0,23361.05
2025-02-04,23509.9,23762.75,23423.15,23739.25
2025-02-05,23801.75,23807.3,23680.45,23696.3
2025-02-06,23761.95,23773.55,23556.25,23603.35
2025-02-07,23649.5,23694.5,23443.2,23559.95
2025-02-10,23543.8,23568.6,23316.3,23381.6
2025-02-11,23383.55,23390.05,22986.65,23071.8
2025-02-12,23050.8,23144.7,22798.35,23045.25
2025-02-13,23055.75,23235.5,22992.2,23031.4
2025-02-14,23096.45,23133.7,22774.85,22929.25
2025-02-17,22809.9,22974.2,22725.45,22959.5
2025-02-18,22963.65,22992.5,22801.5,22945.3
2025-02-19,22847.25,23049.95,22814.85,22932.9
2025-02-20,22821.1,22923.85,22812.75,22913.15
2025-02-21,22857.2,22921.0,22720.3,22795.9
2025-02-24,22609.35,22668.05,22518.8,22553.35
2025-02-25,22516.45,22625.3,22513.9,22547.55
2025-02-27,22568.95,22613.3,22508.4,22545.05
2025-02-28,22433.4,22450.35,22104.85,22124.7
2025-03-03,22194.55,22261.55,22004.7,22119.3
2025-03-04,21974.45,22105.05,21964.6,22082.65
2025-03-05,22073.05,22394.9,22067.8,22337.3
2025-03-06,22476.35,22556.45,22245.85,22544.7
2025-03-07,22508.65,22633.8,22464.75,22552.5
2025-03-10,22521.85,22676.75,22429.05,22460.3
2025-03-11,22345.95,22522.1,22314.7,22497.9
2025-03-12,22536.35,22577.4,22329.55,22470.5
2025-03-13,22541.5,22558.05,22377.35,22397.2
2025-03-17,22353.15,22577.0,22353.15,22508.75
2025-03-18,22662.25,22857.8,22599.2,22834.3
2025-03-19,22874.95,22940.7,22807.95,22907.6
2025-03-20,23036.6,23216.7,22973.95,23190.65
2025-03-21,23168.25,23402.7,23132.8,23350.4
2025-03-24,23515.4,23708.75,23433.5,23658.35
2025-03-25,23751.5,23869.6,23601.4,23668.65
2025-03-26,23700.95,23736.5,23451.7,23486.85
2025-03-27,23433.95,23646.45,23412.2,23591.95
2025-03-28,23600.4,23649.2,23450.2,23519.35
2025-04-01,23341.1,23565.15,23136.4,23165.7
2025-04-02,23192.6,23350.0,23158.45,23332.35
2025-04-03,23150.3,23306.5,23145.8,23250.1
2025-04-04,23190.4,23214.7,22857.45,22904.45
2025-04-07,21758.4,22254.0,21743.65,22161.6
2025-04-08,22446.75,22697.2,22270.85,22535.85
2025-04-09,22460.3,22468.7,22353.25,22399.15
2025-04-11,22695.4,22923.9,22695.4,22828.55
2025-04-15,23368.35,23368.35,23207.0,23328.55
2025-04-16,23344.1,23452.2,23273.05,23437.2
2025-04-17,23401.85,23872.35,23298.55,23851.65
2025-04-21,23949.15,24189.55,23903.65,24125.55
2025-04-22,24185.4,24242.6,24072.0,24167.25
2025-04-23,24357.6,24359.3,24119.95,24328.95
2025-04-24,24277.9,24347.85,24216.15,24246.7
2025-04-25,24289.0,24365.45,23847.85,24039.35
2025-04-28,24070.25,24355.1,24054.05,24328.5
2025-04-29,24370.7,24457.65,24290.75,24335.95
2025-04-30,24342.05,24396.15,24198.75,24334.2
2025-05-02,24311.9,24589.15,24238.5,24346.7
2025-05-05,24419.5,24526.4,24400.65,24461.15
2025-05-06,24500.75,24509.65,24331.8,24379.6
2025-05-07,24233.3,24449.6,24220.0,24414.4
2025-05-08,24431.5,24447.25,24150.2,24273.8
2025-05-09,23935.75,24164.25,23935.75,24008.0
2025-05-12,24420.1,24944.8,24378.85,24924.7
2025-05-13,24864.05,24973.8,24547.5,24578.35
2025-05-14,24613.8,24767.55,24535.55,24666.9
2025-05-15,24694.45,25116.25,24494.45,25062.1
2025-05-16,25064.65,25070.0,24953.05,25019.8
2025-05-19,25005.35,25062.95,24916.65,24945.45
2025-05-20,24996.2,25010.35,24669.7,24683.9
2025-05-21,24744.25,24946.2,24685.35,24813.45
2025-05-22,24733.95,24737.5,24462.4,24609.7
2025-05-23,24639.5,24909.05,24614.05,24853.15
2025-05-26,24919.35,25079.2,24900.5,25001.15
2025-05-27,24956.65,25062.9,24704.1,24826.2
2025-05-28,24832.5,24864.25,24737.05,24752.45
2025-05-29,24825.1,24892.6,24677.3,24833.6
2025-05-30,24812.6,24863.95,24717.4,24750.7
2025-06-02,24669.7,24754.4,24526.15,24716.6
2025-06-03,24786.3,24845.1,24502.15,24542.5
2025-06-04,24560.45,24644.25,24530.45,24620.2
2025-06-05,24691.2,24899.85,24613.1,24750.9
2025-06-06,24748.7,25029.5,24671.45,25003.05
2025-06-09,25160.1,25160.1,25077.15,25103.2
2025-06-10,25196.05,25199.3,25055.45,25104.25
2025-06-11,25134.15,25222.4,25081.3,25141.4
2025-06-12,25164.45,25196.2,24825.9,24888.2
2025-06-13,24473.0,24754.35,24473.0,24718.6
2025-06-16,24732.35,24967.1,24703.6,24946.5
2025-06-17,24977.85,24982.05,24813.7,24853.4
2025-06-18,24788.35,24947.55,24750.45,24812.05
2025-06-19,24803.25,24863.1,24733.4,24793.25
2025-06-20,24787.65,25136.2,24783.65,25112.4
2025-06-23,24939.75,25057.0,24824.85,24971.9
2025-06-24,25179.9,25317.7,24999.7,25044.35
2025-06-25,25150.35,25266.8,25125.05,25244.75
2025-06-26,25268.95,25565.3,25259.9,25549.0
2025-06-27,25576.65,25654.2,25523.55,25637.8
2025-06-30,25661.65,25669.35,25473.3,25517.05
2025-07-01,25551.35,25593.4,25501.8,25541.8
2025-07-02,25588.3,25608.1,25378.75,25453.4
2025-07-03,25505.1,25587.5,25384.35,25405.3
2025-07-04,25428.85,25470.25,25331.65,25461.0
2025-07-07,25450.45,25489.8,25407.25,25461.3
2025-07-08,25427.85,25548.05,25424.15,25522.5
2025-07-09,25514.6,25548.7,25424.35,25476.1
2025-07-10,25511.65,25524.05,25340.45,25355.25
2025-07-11,25255.5,25322.45,25129.0,25149.85
2025-07-14,25149.5,25151.1,25001.95,25082.3
2025-07-15,25089.5,25245.2,25088.45,25195.8
2025-07-16,25196.6,25255.3,25121.05,25212.05
2025-07-17,25230.75,25238.35,25101.0,25111.45
2025-07-18,25108.55,25144.6,24918.65,24968.4
2025-07-21,24999.0,25111.4,24882.3,25090.7
2025-07-22,25166.65,25182.0,25035.55,25060.9
2025-07-23,25139.35,25233.5,25085.5,25219.9
2025-07-24,25243.3,25246.25,25018.7,25062.1
2025-07-25,25010.35,25010.35,24806.35,24837.0
2025-07-28,24782.45,24889.2,24646.6,24680.9
2025-07-29,24609.65,24847.15,24598.6,24821.1
2025-07-30,24890.4,24902.3,24771.95,24855.05
2025-07-31,24642.25,24956.5,24635.0,24768.35
2025-08-01,24734.9,24784.15,24535.05,24565.35
2025-08-04,24596.05,24736.25,24554.0,24722.75
2025-08-05,24720.25,24733.1,24590.3,24649.55
2025-08-06,24641.35,24671.4,24539.2,24574.2
2025-08-07,24464.2,24634.2,24344.15,24596.15
2025-08-08,24544.25,24585.5,24337.5,24363.3
2025-08-11,24371.5,24600.85,24347.45,24585.05
2025-08-12,24563.35,24702.6,24465.65,24487.4
2025-08-13,24586.2,24664.55,24535.25,24619.35
2025-08-14,24607.25,24673.65,24596.9,24631.3
2025-08-18,24938.2,25022.0,24852.85,24876.95
2025-08-19,24891.35,25012.65,24873.95,24980.65
2025-08-20,24965.8,25088.7,24929.7,25050.55
2025-08-21,25142.0,25153.65,25054.9,25083.75
2025-08-22,25064.15,25084.85,24859.15,24870.1
2025-08-25,24949.15,25021.55,24894.35,24967.75
2025-08-26,24899.5,24919.65,24689.6,24712.05
2025-08-28,24695.8,24702.65,24481.6,24500.9
2025-08-29,24466.7,24572.45,24404.7,24426.85
2025-09-01,24432.7,24635.6,24432.7,24625.05
2025-09-02,24653.0,24756.1,24522.35,24579.6
2025-09-03,24616.5,24737.05,24533.2,24715.05
2025-09-04,24980.75,24980.75,24708.2,24734.3
2025-09-05,24818.85,24832.35,24621.6,24741.0
2025-09-08,24802.6,24885.5,24751.55,24773.15
2025-09-09,24864.1,24891.8,24814.0,24868.6
2025-09-10,24991.0,25035.7,24915.05,24973.1
2025-09-11,24945.5,25037.3,24940.15,25005.5
2025-09-12,25074.45,25139.45,25038.05,25114.0
2025-09-15,25118.9,25138.45,25048.75,25069.2
2025-09-16,25073.6,25261.4,25070.45,25239.1
2025-09-17,25276.6,25346.5,25275.35,25330.25
2025-09-18,25441.05,25448.95,25329.75,25423.6
2025-09-19,25410.2,25428.75,25286.3,25327.05
2025-09-22,25238.1,25331.7,25151.05,25202.35
2025-09-23,25209.0,25261.9,25084.65,25169.5
2025-09-24,25108.75,25149.85,25027.45,25056.9
2025-09-25,25034.5,25092.7,24878.3,24890.85
2025-09-26,24818.55,24868.6,24629.45,24654.7
2025-09-29,24728.55,24791.3,24606.2,24634.9
2025-09-30,24691.95,24731.8,24587.7,24611.1
2025-10-01,24620.55,24867.95,24605.95,24836.3
2025-10-03,24759.55,24904.8,24747.55,24894.25
2025-10-06,24916.55,25095.95,24881.65,25077.65
2025-10-07,25085.3,25220.9,25076.3,25108.3
2025-10-08,25079.75,25192.5,25008.5,25046.15
2025-10-09,25074.3,25199.25,25024.3,25181.8
2025-10-10,25167.65,25330.75,25156.85,25285.35
2025-10-13,25177.3,25267.3,25152.3,25227.35
2025-10-14,25277.55,25310.35,25060.55,25145.5
2025-10-15,25181.95,25365.15,25159.35,25323.55
2025-10-16,25394.9,25625.4,25376.85,25585.3
2025-10-17,25546.85,25781.5,25508.6,25709.85
2025-10-20,25824.6,25926.2,25788.5,25843.15
2025-10-21,25901.2,25934.35,25825.8,25868.6
2025-10-23,26057.2,26104.2,25862.45,25891.4
2025-10-24,25935.1,25944.15,25718.2,25795.15
2025-10-27,25843.2,26005.95,25827.0,25966.05
2025-10-28,25939.95,26041.7,25810.05,25936.2
2025-10-29,25982.0,26097.85,25960.3,26053.9
2025-10-30,25984.4,26032.05,25845.25,25877.85
2025-10-31,25863.8,25953.75,25711.2,25722.1
2025-11-03,25696.85,25803.1,25645.5,25763.35
2025-11-04,25744.75,25787.4,25578.4,25597.65
2025-11-06,25593.35,25679.15,25491.55,25509.7
2025-11-07,25433.8,25551.25,25318.45,25492.3
2025-11-10,25503.5,25653.45,25503.5,25574.35
2025-11-11,25617.0,25715.8,25449.25,25694.95
2025-11-12,25834.3,25934.55,25781.15,25875.8
2025-11-13,25906.1,26010.7,25808.4,25879.15
2025-11-14,25767.9,25940.2,25740.8,25910.05
2025-11-17,25948.2,26024.2,25906.35,26013.45
2025-11-18,26021.8,26029.85,25876.5,25910.05
2025-11-19,25918.1,26074.65,25856.2,26052.65
2025-11-20,26132.1,26246.65,26063.2,26192.15
2025-11-21,26109.55,26179.2,26052.2,26068.15
2025-11-24,26122.8,26142.8,25912.15,25959.5
2025-11-25,25998.5,26032.6,25857.5,25884.8
2025-11-26,25842.95,26215.15,25842.95,26205.3
2025-11-27,26261.25,26310.45,26141.9,26215.55
2025-11-28,26237.45,26280.75,26172.4,26202.95
2025-12-01,26325.8,26325.8,26124.2,26175.75
2025-12-02,26087.95,26154.6,25997.85,26032.2
2025-12-03,26004.9,26066.45,25891.0,25986.0
2025-12-04,25981.85,26098.25,25938.95,26033.75
2025-12-05,25999.8,26202.6,25985.35,26186.45
2025-12-08,26159.8,26178.7,25892.25,25960.55
2025-12-09,25867.1,25923.65,25728.0,25839.65
2025-12-10,25864.05,25947.65,25734.55,25758.0
2025-12-11,25771.4,25922.8,25693.25,25898.55
2025-12-12,25971.2,26057.6,25938.45,26046.95
2025-12-15,25930.05,26047.15,25904.75,26027.3
2025-12-16,25951.5,25980.75,25834.35,25860.1
2025-12-17,25902.4,25929.15,25770.35,25818.55
2025-12-18,25764.7,25902.35,25726.3,25815.55
2025-12-19,25911.5,25993.35,25880.45,25966.4
2025-12-22,26055.85,26180.7,26047.8,26172.4
2025-12-23,26205.2,26233.55,26119.05,26177.15
2025-12-24,26170.65,26236.4,26123.0,26142.1
2025-12-26,26121.25,26144.2,26008.6,26042.3
2025-12-29,26063.35,26106.8,25920.3,25942.1
2025-12-30,25940.9,25976.75,25878.0,25938.85
2025-12-31,25971.05,26187.95,25969.0,26129.6
2026-01-01,26173.3,26197.55,26113.4,26146.55
2026-01-02,26155.1,26340.0,26118.4,26328.55
2026-01-05,26333.7,26373.2,26210.05,26250.3
2026-01-06,26189.7,26273.95,26124.75,26178.7
2026-01-07,26143.1,26187.15,26067.9,26140.75
2026-01-08,26106.5,26133.2,25858.45,25876.85
2026-01-09,25840.4,25940.6,25623.0,25683.3
2026-01-12,25669.05,25813.15,25473.4,25790.25
2026-01-13,25897.35,25899.8,25603.3,25732.3
2026-01-14,25648.55,25791.75,25603.95,25665.6
2026-01-16,25696.05,25873.5,25662.4,25694.35
2026-01-19,25653.1,25653.3,25494.35,25585.5
2026-01-20,25580.3,25585.0,25171.35,25232.5
2026-01-21,25141.0,25300.95,24919.8,25157.5
2026-01-22,25344.15,25435.75,25168.5,25289.9
2026-01-23,25344.6,25347.95,25025.3,25048.65
2026-01-27,25063.35,25246.65,24932.55,25175.4
2026-01-28,25258.85,25372.1,25187.65,25342.75
2026-01-29,25345.0,25457.2,25160.05,25418.9
2026-01-30,25247.55,25370.6,25213.8,25320.65
2026-02-01,25333.75,25439.45,24575.1,24825.45
2026-02-02,24796.5,25107.6,24679.6,25088.4
2026-02-03,26308.05,26308.05,25642.35,25727.55
2026-02-04,25675.05,25818.3,25572.3,25776.0
2026-02-05,25755.9,25755.9,25580.6,25642.8
2026-02-06,25605.8,25703.45,25492.15,25693.7
2026-02-09,25888.7,25903.1,25781.55,25867.3
2026-02-10,25922.65,25989.2,25871.45,25935.15
